user_id,teamchat_session_id,Joins_time
209,6784,1:13:54 AM
125,6973,1:04:10 AM
442,7035,1:07:29 AM
253,6863,1:11:38 AM
876,6920,1:09:07 AM
198,7038,1:30:17 AM
1287,6790,1:18:16 AM
834,6819,1:06:08 AM
698,6781,1:24:39 AM
985,6925,1:13:12 AM
14,6782,1:33:11 AM
2047,6889,1:24:14 AM
1920,6956,1:12:56 AM
1769,7024,1:13:42 AM
423,6925,1:06:52 AM
1248,7058,1:09:19 AM
431,6810,1:34:53 AM
1506,6780,1:20:58 AM
339,6778,1:24:54 AM
1896,6974,1:03:10 AM
1225,6850,1:30:00 AM
1272,6777,1:13:17 AM
1259,6853,1:24:44 AM
2034,6781,1:05:29 AM
388,6795,1:19:39 AM
199,6818,1:20:54 AM
37,7104,1:14:13 AM
1972,6789,1:10:11 AM
350,6777,1:02:50 AM
1354,6789,1:34:43 AM
936,6949,1:29:13 AM
915,7104,1:18:38 AM
1935,6799,1:33:28 AM
1107,6796,1:03:34 AM
735,6792,1:31:34 AM
1882,6925,1:31:19 AM
30,7008,1:25:25 AM
196,6789,1:13:12 AM
1084,6778,1:23:16 AM
1817,7058,1:16:07 AM
1671,6858,1:31:59 AM
1959,6820,1:27:55 AM
148,6974,1:20:47 AM
1241,6785,1:16:45 AM
1253,7058,1:27:05 AM
20,6799,1:16:25 AM
31,6783,1:28:56 AM
1428,6984,1:24:01 AM
1398,6780,1:10:21 AM
1035,6790,1:00:34 AM
1978,7212,1:24:32 AM
631,6789,1:17:48 AM
216,6790,1:34:17 AM
1285,7007,1:11:26 AM
1118,6850,1:12:10 AM
1029,7024,1:12:23 AM
1665,6811,1:34:26 AM
1033,6818,1:18:57 AM
577,7270,1:06:18 AM
1514,7212,1:20:12 AM
1189,7280,1:16:11 AM
602,6813,1:09:38 AM
987,6925,1:05:50 AM
2004,6925,1:09:16 AM
128,6810,1:17:32 AM
442,7035,1:06:11 AM
2022,6783,1:04:10 AM
513,6785,1:10:06 AM
1305,6925,1:14:36 AM
1019,6817,1:22:29 AM
1126,6888,1:12:24 AM
277,6838,1:30:00 AM
2033,6791,1:15:23 AM
368,6792,1:17:00 AM
1599,6782,1:33:36 AM
1649,6857,1:19:24 AM
560,6925,1:15:07 AM
1638,7347,1:32:12 AM
621,6914,1:24:54 AM
305,6943,1:00:34 AM
683,6889,1:25:54 AM
2095,6889,1:07:41 AM
929,6797,1:29:53 AM
263,6925,1:21:51 AM
1688,7024,1:02:58 AM
2100,6791,1:03:46 AM
967,6783,1:03:57 AM
881,6974,1:24:11 AM
1868,6888,1:01:48 AM
483,6779,1:16:27 AM
283,6853,1:02:28 AM
661,7432,1:07:38 AM
1550,6910,1:27:42 AM
1819,6838,1:33:38 AM
982,7443,1:12:50 AM
2066,6799,1:23:32 AM
1,7024,1:08:38 AM
1994,6858,1:33:46 AM
1219,6854,1:25:38 AM
1535,6795,1:19:01 AM
1617,7024,1:22:58 AM
1231,6817,1:01:02 AM
904,7505,1:15:08 AM
554,6820,1:25:56 AM
449,6778,1:03:44 AM
1070,6911,1:13:59 AM
14,6782,1:04:56 AM
97,6911,1:22:42 AM
1019,6817,1:06:41 AM
843,6809,1:16:41 AM
1793,7058,1:25:48 AM
178,6949,1:04:30 AM
1128,6792,1:26:14 AM
476,6863,1:17:50 AM
667,6783,1:27:18 AM
2064,7280,1:09:38 AM
1162,6974,1:04:28 AM
1509,6889,1:08:03 AM
419,6858,1:22:59 AM
1606,6780,1:31:34 AM
701,6792,1:21:45 AM
1839,6780,1:14:57 AM
380,6792,1:24:58 AM
1498,6795,1:13:58 AM
456,6810,1:04:37 AM
1192,7212,1:26:44 AM
578,7058,1:11:26 AM
311,6866,1:20:47 AM
844,7443,1:04:20 AM
194,6785,1:01:50 AM
999,6780,1:17:25 AM
557,6853,1:17:54 AM
500,6922,1:11:01 AM
1356,6783,1:25:50 AM
240,6783,1:26:42 AM
969,7726,1:20:25 AM
1429,6776,1:03:57 AM
80,6791,1:02:17 AM
110,6854,1:30:16 AM
1258,7058,1:20:12 AM
1599,6782,1:19:28 AM
497,7038,1:09:17 AM
1441,6782,1:32:50 AM
2050,6794,1:15:00 AM
886,6910,1:23:31 AM
1548,6776,1:09:16 AM
1996,6858,1:26:27 AM
1034,6794,1:21:08 AM
967,6783,1:15:29 AM
1136,6859,1:34:56 AM
1665,6811,1:18:35 AM
621,6914,1:31:50 AM
1999,6866,1:09:42 AM
37,7104,1:08:52 AM
1244,6821,1:06:47 AM
516,6784,1:21:11 AM
1087,6797,1:30:17 AM
685,7280,1:18:16 AM
1920,6956,1:06:59 AM
1084,6778,1:33:43 AM
1703,7035,1:21:55 AM
861,6925,1:22:50 AM
556,6809,1:08:40 AM
1051,6859,1:17:39 AM
428,6886,1:08:09 AM
1349,6792,1:30:59 AM
724,6956,1:27:45 AM
1378,6956,1:03:28 AM
407,6777,1:17:58 AM
1324,6821,1:20:00 AM
1318,6910,1:07:56 AM
1153,7212,1:01:24 AM
155,7008,1:23:47 AM
423,6925,1:17:00 AM
1626,6778,1:02:16 AM
1839,6780,1:01:36 AM
1844,6956,1:33:17 AM
1305,6925,1:13:09 AM
540,6783,1:03:21 AM
394,6875,1:25:36 AM
767,6791,1:26:33 AM
62,6792,1:20:20 AM
696,6943,1:12:04 AM
137,8205,1:12:20 AM
1885,7443,1:24:10 AM
1268,6791,1:13:34 AM
853,7212,1:17:38 AM
88,6821,1:05:08 AM
97,6911,1:32:33 AM
735,6792,1:25:16 AM
701,6792,1:15:50 AM
1588,6776,1:17:32 AM
1126,6888,1:20:48 AM
1561,6796,1:07:17 AM
174,6819,1:04:10 AM
2078,6956,1:24:02 AM
1204,6776,1:00:27 AM
1665,6811,1:01:03 AM
456,6810,1:04:22 AM
759,6857,1:21:16 AM
1965,8474,1:07:28 AM
876,6920,1:00:24 AM
1672,6784,1:00:31 AM
110,6854,1:07:22 AM
1816,6946,1:03:42 AM
1703,7035,1:04:20 AM
128,6810,1:27:38 AM
483,6779,1:08:53 AM
1035,6790,1:00:44 AM
214,6800,1:17:45 AM
1522,6974,1:06:28 AM
1428,6984,1:09:18 AM
319,6857,1:07:44 AM
1995,6925,1:15:25 AM
252,6810,1:18:35 AM
1800,6785,1:04:40 AM
936,6949,1:14:41 AM
380,6792,1:27:07 AM
987,6925,1:08:20 AM
1506,6780,1:27:55 AM
1482,6787,1:17:17 AM
2093,6922,1:18:04 AM
1596,6791,1:23:48 AM
1868,6888,1:16:31 AM
683,6889,1:14:25 AM
1237,6819,1:06:01 AM
1092,8903,1:24:11 AM
80,6791,1:15:50 AM
1935,6799,1:29:15 AM
305,6943,1:18:28 AM
131,6974,1:01:20 AM
1847,6779,1:25:59 AM
1978,7212,1:24:35 AM
254,7024,1:27:06 AM
1450,6794,1:33:15 AM
240,6783,1:07:34 AM
669,6984,1:31:14 AM
388,6795,1:22:32 AM
1844,6956,1:20:12 AM
294,6783,1:16:07 AM
789,6796,1:16:45 AM
631,6789,1:03:50 AM
336,9079,1:34:35 AM
288,6868,1:03:57 AM
668,6781,1:21:45 AM
1034,6794,1:27:55 AM
394,6875,1:21:08 AM
982,7443,1:24:58 AM
1975,6949,1:21:42 AM
1074,6838,1:15:06 AM
582,7726,1:34:41 AM
674,6778,1:01:50 AM
485,6951,1:22:46 AM
1839,6780,1:18:10 AM
1996,6858,1:07:06 AM
265,6819,1:24:48 AM
1056,6780,1:03:02 AM
759,6857,1:16:36 AM
131,6974,1:11:09 AM
1506,6780,1:11:14 AM
412,6778,1:32:30 AM
853,7212,1:17:36 AM
2014,8474,1:20:25 AM
128,6810,1:34:20 AM
1994,6858,1:09:20 AM
428,6886,1:27:19 AM
1110,6973,1:03:33 AM
2050,6794,1:32:34 AM
1130,9529,1:34:40 AM
1356,6783,1:04:37 AM
4,6888,1:15:50 AM
1118,6850,1:02:42 AM
1638,7347,1:02:27 AM
834,6819,1:19:12 AM
968,6911,1:12:24 AM
1649,6857,1:25:03 AM
560,6925,1:04:47 AM
2067,6784,1:17:14 AM
1366,6810,1:14:11 AM
563,9671,1:31:42 AM
1989,6782,1:15:15 AM
789,6796,1:19:10 AM
1454,6776,1:21:59 AM
417,6789,1:02:16 AM
1241,6785,1:10:10 AM
1975,6949,1:15:51 AM
1514,7212,1:18:56 AM
1989,6782,1:09:05 AM
319,6857,1:33:31 AM
1978,7212,1:33:48 AM
764,6785,1:06:41 AM
461,6787,1:09:47 AM
1548,6776,1:33:14 AM
669,6984,1:06:57 AM
2033,6791,1:30:31 AM
305,6943,1:27:06 AM
1574,6850,1:30:16 AM
137,8205,1:18:39 AM
1118,6850,1:07:10 AM
521,6809,1:00:31 AM
257,6792,1:11:23 AM
1793,7058,1:06:42 AM
1688,7024,1:11:41 AM
1192,7212,1:17:18 AM
667,6783,1:25:21 AM
75,8903,1:11:00 AM
214,6800,1:27:05 AM
2038,6951,1:13:06 AM
1768,6891,1:20:04 AM
361,6886,1:09:22 AM
1450,6794,1:17:27 AM
2026,7104,1:18:38 AM
423,6925,1:08:09 AM
1789,6819,1:16:15 AM
388,6795,1:33:42 AM
1535,6795,1:10:42 AM
1882,6925,1:03:50 AM
365,6819,1:26:23 AM
1372,6866,1:13:58 AM
1302,7022,1:33:53 AM
1991,6850,1:34:41 AM
630,6785,1:24:31 AM
69,6853,1:23:05 AM
1935,6799,1:21:12 AM
1617,7024,1:32:15 AM
985,6925,1:17:16 AM
1969,9671,1:24:57 AM
602,6813,1:21:24 AM
1125,6792,1:17:49 AM
62,6792,1:06:01 AM
1019,6817,1:33:54 AM
311,6866,1:29:15 AM
412,6778,1:07:32 AM
263,6925,1:26:39 AM
1819,6838,1:07:28 AM
449,6778,1:29:42 AM
914,6789,1:02:58 AM
1626,6778,1:03:16 AM
861,6925,1:25:35 AM
1754,6810,1:21:14 AM
1305,6925,1:07:44 AM
37,7104,1:31:43 AM
336,9079,1:10:21 AM
394,6875,1:16:03 AM
1225,6850,1:08:52 AM
674,6778,1:32:25 AM
1130,9529,1:06:13 AM
1926,7007,1:16:52 AM
1919,6888,1:31:59 AM
442,7035,1:05:05 AM
291,6815,1:01:27 AM
767,6791,1:30:19 AM
311,6866,1:12:51 AM
834,6819,1:33:03 AM
759,6857,1:21:50 AM
329,6914,1:32:48 AM
1741,6799,1:33:50 AM
1687,6820,1:15:08 AM
40,6809,1:21:35 AM
803,6911,1:16:54 AM
2100,6791,1:05:19 AM
843,6809,1:24:54 AM
1189,7280,1:27:07 AM
49,7443,1:31:22 AM
1354,6789,1:18:30 AM
131,6974,1:33:01 AM
1095,6792,1:20:53 AM
1482,6787,1:26:42 AM
431,6810,1:08:19 AM
735,6792,1:28:08 AM
1754,6810,1:09:04 AM
20,6799,1:17:38 AM
1012,6875,1:15:09 AM
554,6820,1:30:47 AM
533,6791,1:03:34 AM
645,11208,1:06:31 AM
423,6925,1:24:48 AM
1498,6795,1:05:20 AM
1450,6794,1:14:17 AM
1127,7008,1:33:53 AM
556,6809,1:26:38 AM
1237,6819,1:11:25 AM
40,6809,1:15:14 AM
1588,6776,1:20:29 AM
698,6781,1:08:21 AM
1514,7212,1:22:25 AM
128,6810,1:00:14 AM
1126,6888,1:09:22 AM
1969,9671,1:02:17 AM
1926,7007,1:16:50 AM
2037,6821,1:30:39 AM
936,6949,1:04:58 AM
4,6888,1:03:20 AM
1258,7058,1:26:46 AM
686,11602,1:01:50 AM
230,6853,1:32:55 AM
1972,6789,1:28:29 AM
131,6974,1:23:20 AM
1441,6782,1:20:19 AM
280,6956,1:17:06 AM
1573,6777,1:15:17 AM
2095,6889,1:04:47 AM
1110,6973,1:01:42 AM
853,7212,1:21:42 AM
1162,6974,1:02:50 AM
339,6778,1:04:08 AM
792,6779,1:18:56 AM
1095,6792,1:02:11 AM
1649,6857,1:00:09 AM
577,7270,1:03:49 AM
1085,6910,1:16:25 AM
155,7008,1:25:48 AM
425,7443,1:24:29 AM
1204,6776,1:24:10 AM
265,6819,1:32:00 AM
1816,6946,1:26:26 AM
1506,6780,1:30:59 AM
533,6791,1:12:42 AM
650,6811,1:08:41 AM
1127,7008,1:26:09 AM
1225,6850,1:34:44 AM
108,6809,1:16:36 AM
1972,6789,1:32:52 AM
254,7024,1:12:39 AM
426,6797,1:14:36 AM
1305,6925,1:09:51 AM
1627,6784,1:35:00 AM
1999,6866,1:00:49 AM
1085,6910,1:17:15 AM
1865,6795,1:10:03 AM
1215,12209,1:01:09 AM
29,6813,1:15:51 AM
803,6911,1:20:04 AM
20,6799,1:25:37 AM
196,6789,1:19:38 AM
582,7726,1:24:48 AM
1253,7058,1:09:42 AM
388,6795,1:34:41 AM
521,6809,1:16:49 AM
1965,8474,1:32:15 AM
698,6781,1:03:36 AM
1573,6777,1:04:14 AM
240,6783,1:33:01 AM
1285,7007,1:34:18 AM
199,6818,1:23:05 AM
1200,6777,1:13:42 AM
1978,7212,1:01:48 AM
792,6779,1:02:15 AM
1494,6859,1:25:45 AM
1126,6888,1:11:52 AM
1302,7022,1:20:25 AM
288,6868,1:24:12 AM
280,6956,1:02:46 AM
828,7104,1:32:55 AM
194,6785,1:22:52 AM
1037,6951,1:07:41 AM
2014,8474,1:26:26 AM
838,6889,1:26:01 AM
1296,7443,1:14:21 AM
589,6889,1:06:59 AM
1703,7035,1:09:05 AM
1056,6780,1:26:40 AM
319,6857,1:30:00 AM
49,7443,1:12:56 AM
621,6914,1:21:05 AM
1244,6821,1:19:14 AM
1051,6859,1:27:53 AM
2022,6783,1:31:47 AM
650,6811,1:04:54 AM
1335,6866,1:14:57 AM
148,6974,1:24:54 AM
631,6789,1:00:40 AM
380,6792,1:19:28 AM
1709,6866,1:08:15 AM
838,6889,1:18:38 AM
368,6792,1:05:19 AM
1114,6866,1:18:44 AM
518,6782,1:18:40 AM
1428,6984,1:03:46 AM
1153,7212,1:15:36 AM
1978,7212,1:22:06 AM
674,6778,1:01:28 AM
1883,6779,1:09:06 AM
1192,7212,1:10:16 AM
502,6799,1:10:42 AM
1606,6780,1:16:34 AM
500,6922,1:21:58 AM
1688,7024,1:11:23 AM
645,11208,1:18:05 AM
763,6794,1:04:19 AM
1844,6956,1:26:38 AM
521,6809,1:15:14 AM
1311,6797,1:19:38 AM
804,6819,1:13:12 AM
1165,6914,1:25:35 AM
2047,6889,1:15:52 AM
1479,6794,1:13:42 AM
1012,6875,1:33:46 AM
280,6956,1:23:53 AM
1366,6810,1:32:35 AM
743,6922,1:34:41 AM
1087,6797,1:05:44 AM
2100,6791,1:04:10 AM
797,7432,1:07:32 AM
20,6799,1:20:54 AM
1506,6780,1:06:59 AM
853,7212,1:09:19 AM
667,6783,1:01:03 AM
1989,6782,1:06:57 AM
1,7024,1:12:33 AM
294,6783,1:22:41 AM
828,7104,1:09:05 AM
1128,6792,1:24:42 AM
764,6785,1:21:25 AM
1920,6956,1:34:25 AM
1461,6783,1:20:00 AM
442,7035,1:25:50 AM
1084,6778,1:20:29 AM
1059,6811,1:21:40 AM
88,6821,1:15:15 AM
1085,6910,1:20:41 AM
1074,6838,1:13:24 AM
1398,6780,1:16:34 AM
1955,6866,1:00:14 AM
1596,6791,1:15:02 AM
305,6943,1:06:41 AM
1038,6790,1:22:36 AM
1204,6776,1:16:03 AM
668,6781,1:12:18 AM
1937,7022,1:10:39 AM
333,6811,1:16:52 AM
1844,6956,1:17:16 AM
767,6791,1:12:31 AM
1033,6818,1:34:25 AM
174,6819,1:20:40 AM
216,6790,1:08:41 AM
1999,6866,1:33:43 AM
839,6792,1:15:25 AM
513,6785,1:05:09 AM
1503,6792,1:03:02 AM
291,6815,1:08:17 AM
1672,6784,1:14:50 AM
1220,6859,1:31:08 AM
1703,7035,1:17:31 AM
1896,6974,1:03:09 AM
1349,6792,1:17:38 AM
1189,7280,1:01:43 AM
502,6799,1:12:34 AM
257,6792,1:06:57 AM
2089,6889,1:16:50 AM
1848,6949,1:27:39 AM
733,6850,1:17:12 AM
743,6922,1:18:34 AM
1995,6925,1:17:55 AM
1978,7212,1:33:12 AM
1626,6778,1:30:19 AM
977,9671,1:28:27 AM
1800,6785,1:15:00 AM
250,7028,1:05:45 AM
1204,6776,1:00:04 AM
1819,6838,1:21:11 AM
1817,7058,1:21:12 AM
1989,6782,1:20:37 AM
133,14146,1:17:25 AM
1383,6777,1:32:39 AM
126,6888,1:22:52 AM
1287,6790,1:11:26 AM
1754,6810,1:04:12 AM
1118,6850,1:05:41 AM
1755,6799,1:28:47 AM
1462,6889,1:21:51 AM
1514,7212,1:00:27 AM
1129,6903,1:26:46 AM
621,6914,1:28:56 AM
2018,6820,1:32:09 AM
1865,6795,1:16:34 AM
922,7212,1:31:08 AM
2050,6794,1:03:46 AM
828,7104,1:11:34 AM
311,6866,1:18:16 AM
214,6800,1:12:56 AM
137,8205,1:19:55 AM
1258,7058,1:16:22 AM
1153,7212,1:08:54 AM
709,6821,1:04:40 AM
740,6778,1:17:09 AM
629,7024,1:09:05 AM
1649,6857,1:20:40 AM
104,6795,1:31:22 AM
1138,7104,1:10:36 AM
876,6920,1:10:20 AM
1854,12209,1:10:30 AM
642,6920,1:25:25 AM
1926,7007,1:29:52 AM
1673,6818,1:22:55 AM
196,6789,1:13:32 AM
2014,8474,1:07:32 AM
1972,6789,1:07:56 AM
668,6781,1:26:58 AM
380,6792,1:13:12 AM
1741,6799,1:09:20 AM
283,6853,1:31:42 AM
1125,6792,1:26:41 AM
14,6782,1:32:33 AM
627,6857,1:10:15 AM
853,7212,1:16:08 AM
483,6779,1:15:22 AM
241,7022,1:22:50 AM
288,6868,1:02:11 AM
1354,6789,1:30:28 AM
1588,6776,1:09:36 AM
412,6778,1:32:20 AM
1285,7007,1:05:29 AM
229,6792,1:12:15 AM
1189,7280,1:20:47 AM
1441,6782,1:02:50 AM
709,6821,1:03:28 AM
303,6813,1:27:07 AM
642,6920,1:30:31 AM
1673,6818,1:23:31 AM
629,7024,1:24:58 AM
1920,6956,1:33:48 AM
88,6821,1:28:21 AM
1370,7212,1:19:26 AM
1285,7007,1:03:33 AM
131,6974,1:21:35 AM
1954,6819,1:12:20 AM
1287,6790,1:34:03 AM
1019,6817,1:06:42 AM
1709,6866,1:33:26 AM
516,6784,1:04:11 AM
839,6792,1:02:55 AM
1989,6782,1:16:26 AM
521,6809,1:00:44 AM
1296,7443,1:19:12 AM
1754,6810,1:06:57 AM
198,7038,1:00:01 AM
797,7432,1:34:43 AM
969,7726,1:30:19 AM
1687,6820,1:34:10 AM
1272,6777,1:24:22 AM
994,15383,1:32:50 AM
1090,6783,1:21:25 AM
1127,7008,1:33:14 AM
286,6886,1:11:13 AM
75,8903,1:33:43 AM
975,6974,1:08:25 AM
1768,6891,1:08:09 AM
1037,6951,1:28:23 AM
1494,6859,1:03:24 AM
994,15383,1:17:58 AM
759,6857,1:20:56 AM
801,6857,1:13:58 AM
1550,6910,1:33:26 AM
1125,6792,1:32:13 AM
128,6810,1:20:56 AM
1638,7347,1:02:10 AM
1538,6854,1:14:54 AM
108,6809,1:02:52 AM
1525,7028,1:09:14 AM
1442,12209,1:11:34 AM
967,6783,1:32:35 AM
1268,6791,1:09:28 AM
1761,8903,1:05:01 AM
994,15383,1:15:17 AM
265,6819,1:12:47 AM
1574,6850,1:07:29 AM
252,6810,1:20:40 AM
801,6857,1:08:40 AM
333,6811,1:30:19 AM
556,6809,1:18:18 AM
1287,6790,1:18:31 AM
126,6888,1:26:33 AM
423,6925,1:28:13 AM
661,7432,1:14:04 AM
500,6922,1:08:22 AM
425,7443,1:05:44 AM
1192,7212,1:09:52 AM
853,7212,1:26:48 AM
1084,6778,1:08:02 AM
929,6797,1:17:06 AM
977,9671,1:12:52 AM
968,6911,1:25:22 AM
859,16274,1:05:48 AM
1318,6910,1:30:59 AM
1450,6794,1:29:48 AM
277,6838,1:18:40 AM
1970,6777,1:05:29 AM
288,6868,1:02:42 AM
2034,6781,1:27:07 AM
1428,6984,1:21:35 AM
1366,6810,1:28:21 AM
929,6797,1:01:09 AM
1687,6820,1:11:36 AM
767,6791,1:00:31 AM
1673,6818,1:24:58 AM
1189,7280,1:26:39 AM
1599,6782,1:19:01 AM
350,6777,1:16:34 AM
1114,6866,1:26:13 AM
1204,6776,1:12:15 AM
507,6813,1:02:44 AM
803,6911,1:23:48 AM
602,6813,1:12:34 AM
40,6809,1:22:24 AM
1120,6903,1:17:31 AM
454,6791,1:17:09 AM
1882,6925,1:02:54 AM
1789,6819,1:26:23 AM
969,7726,1:33:42 AM
252,6810,1:18:38 AM
1136,6859,1:32:48 AM
863,6811,1:10:02 AM
126,6888,1:19:10 AM
428,6886,1:04:10 AM
719,6792,1:22:16 AM
1626,6778,1:21:17 AM
546,6817,1:27:51 AM
1672,6784,1:00:02 AM
1019,6817,1:10:56 AM
368,6792,1:05:05 AM
1538,6854,1:27:53 AM
1462,6889,1:30:19 AM
1919,6888,1:16:26 AM
110,6854,1:21:23 AM
1378,6956,1:33:10 AM
1200,6777,1:07:28 AM
869,6809,1:17:38 AM
1066,7028,1:09:22 AM
2004,6925,1:21:51 AM
516,6784,1:08:42 AM
1349,6792,1:18:49 AM
1269,16938,1:34:30 AM
1768,6891,1:12:51 AM
764,6785,1:21:08 AM
709,6821,1:00:49 AM
252,6810,1:13:21 AM
1153,7212,1:26:13 AM
985,6925,1:20:36 AM
277,6838,1:18:49 AM
968,6911,1:14:17 AM
507,6813,1:12:58 AM
365,6819,1:07:41 AM
1450,6794,1:24:14 AM
4,6888,1:08:40 AM
1514,7212,1:17:12 AM
1127,7008,1:28:27 AM
923,7432,1:12:15 AM
2098,7443,1:29:49 AM
37,7104,1:00:27 AM
772,6797,1:01:59 AM
611,6809,1:24:39 AM
1169,6818,1:10:07 AM
476,6863,1:16:33 AM
2004,6925,1:30:54 AM
576,6922,1:33:17 AM
792,6779,1:17:15 AM
1665,6811,1:07:11 AM
137,8205,1:33:47 AM
1454,6776,1:33:43 AM
1114,6866,1:03:28 AM
1136,6859,1:34:01 AM
1854,12209,1:12:18 AM
49,7443,1:25:48 AM
1370,7212,1:29:18 AM
603,17406,1:10:06 AM
685,7280,1:09:42 AM
29,6813,1:04:47 AM
196,6789,1:13:12 AM
2089,6889,1:02:58 AM
1588,6776,1:06:31 AM
1839,6780,1:11:42 AM
1324,6821,1:18:50 AM
311,6866,1:02:55 AM
709,6821,1:31:49 AM
1118,6850,1:12:33 AM
461,6787,1:15:36 AM
1378,6956,1:06:12 AM
507,6813,1:34:25 AM
767,6791,1:03:46 AM
277,6838,1:02:02 AM
724,6956,1:01:48 AM
538,6795,1:20:25 AM
789,6796,1:08:42 AM
280,6956,1:21:59 AM
2026,7104,1:15:09 AM
119,14146,1:09:05 AM
1709,6866,1:18:35 AM
838,6889,1:31:22 AM
2044,6891,1:21:35 AM
14,6782,1:04:01 AM
1253,7058,1:28:55 AM
1475,6922,1:18:16 AM
1587,6780,1:11:43 AM
1276,6914,1:22:55 AM
1461,6783,1:17:49 AM
1378,6956,1:14:19 AM
881,6974,1:09:19 AM
1001,6949,1:29:28 AM
1165,6914,1:04:11 AM
538,6795,1:17:36 AM
2075,6854,1:03:09 AM
456,6810,1:32:48 AM
2004,6925,1:26:49 AM
444,18142,1:28:27 AM
254,7024,1:01:02 AM
1559,6912,1:13:24 AM
999,6780,1:17:17 AM
1090,6783,1:02:02 AM
301,9671,1:26:48 AM
1189,7280,1:02:27 AM
20,6799,1:31:49 AM
2016,15383,1:05:20 AM
1428,6984,1:05:03 AM
4,6888,1:22:29 AM
1269,16938,1:31:47 AM
834,6819,1:31:54 AM
1848,6949,1:32:13 AM
969,7726,1:34:30 AM
1311,6797,1:31:32 AM
2014,8474,1:26:23 AM
1550,6910,1:34:58 AM
1954,6819,1:24:32 AM
1847,6779,1:02:44 AM
