user_id,teamchat_session_id,leaves_time,leaves_time, time_leave_v2 
1688,7024,1:02,2:55 AM," 1,534,140.00 "
1793,7058,1:30,10:40 AM," 1,534,140.00 "
1241,6785,1:19,2:53 AM," 1,534,140.00 "
1882,6925,1:07,2:53 AM," 1,534,140.00 "
861,6925,1:10,2:53 AM," 1,534,140.00 "
394,6875,1:05,2:55 AM," 1,534,140.00 "
461,6787,1:18,2:54 AM," 1,534,140.00 "
1989,6782,1:32,4:06 AM," 1,534,140.00 "
1574,6850,1:21,2:53 AM," 1,534,140.00 "
1975,6949,1:18,2:53 AM," 1,534,140.00 "
305,6943,1:21,2:57 AM," 1,534,140.00 "
1192,7212,1:24,2:53 AM," 1,534,140.00 "
336,9079,1:17,7:46 AM," 1,534,140.00 "
1305,6925,1:33,2:54 AM," 1,534,140.00 "
521,6809,1:04,2:57 AM," 1,534,140.00 "
214,6800,1:17,2:54 AM," 1,534,140.00 "
1130,9529,1:21,2:53 AM," 1,534,140.00 "
1118,6850,1:12,2:58 AM," 1,534,140.00 "
1127,7008,1:02,3:08 AM," 1,534,140.00 "
1450,6794,1:24,2:52 AM," 1,534,140.00 "
257,6792,1:09,2:53 AM," 1,534,140.00 "
554,6820,1:27,2:54 AM," 1,534,140.00 "
1189,7280,1:12,2:53 AM," 1,534,140.00 "
630,6785,1:27,2:53 AM," 1,534,140.00 "
667,6783,1:22,2:57 AM," 1,534,140.00 "
1302,7022,1:30,2:53 AM," 1,534,140.00 "
556,6809,1:19,2:57 AM," 1,534,140.00 "
1935,6799,1:03,2:55 AM," 1,534,140.00 "
412,6778,1:14,2:54 AM," 1,534,140.00 "
1617,7024,1:12,2:54 AM," 1,534,140.00 "
1789,6819,1:06,2:53 AM," 1,534,140.00 "
759,6857,1:09,2:53 AM," 1,534,140.00 "
1354,6789,1:03,2:53 AM," 1,534,140.00 "
1225,6850,1:18,2:55 AM," 1,534,140.00 "
1535,6795,1:26,2:52 AM," 1,534,140.00 "
37,7104,1:21,3:41 AM," 1,534,140.00 "
602,6813,1:16,2:54 AM," 1,534,140.00 "
1991,6850,1:15,2:55 AM," 1,534,140.00 "
69,6853,1:33,7:30 AM," 1,534,140.00 "
1019,6817,1:33,2:54 AM," 1,534,140.00 "
985,6925,1:13,2:53 AM," 1,534,140.00 "
1588,6776,1:08,6:02 AM," 1,534,140.00 "
1125,6792,1:31,2:53 AM," 1,534,140.00 "
311,6866,1:01,2:53 AM," 1,534,140.00 "
2100,6791,1:31,2:55 AM," 1,534,140.00 "
1819,6838,1:07,2:54 AM," 1,534,140.00 "
1816,6946,1:34,5:42 AM," 1,534,140.00 "
834,6819,1:17,7:46 AM," 1,534,140.00 "
263,6925,1:11,2:53 AM," 1,534,140.00 "
1926,7007,1:28,2:54 AM," 1,534,140.00 "
449,6778,1:23,2:56 AM," 1,534,140.00 "
442,7035,1:13,2:52 AM," 1,534,140.00 "
291,6815,1:02,7:30 AM," 1,534,140.00 "
735,6792,1:26,6:15 AM," 1,534,140.00 "
1626,6778,1:18,2:55 AM," 1,534,140.00 "
131,6974,1:08,3:28 AM," 1,534,140.00 "
1754,6810,1:17,2:52 AM," 1,534,140.00 "
674,6778,1:25,2:52 AM," 1,534,140.00 "
329,6914,1:09,7:42 AM," 1,534,140.00 "
1498,6795,1:29,2:53 AM," 1,534,140.00 "
1972,6789,1:17,2:53 AM," 1,534,140.00 "
767,6791,1:04,5:42 AM," 1,534,140.00 "
1482,6787,1:21,2:57 AM," 1,534,140.00 "
311,6866,1:12,2:58 AM," 1,534,140.00 "
1741,6799,1:29,2:53 AM," 1,534,140.00 "
1095,6792,1:09,2:53 AM," 1,534,140.00 "
20,6799,1:04,11:20 AM," 1,534,140.00 "
230,6853,1:28,2:54 AM," 1,534,140.00 "
843,6809,1:14,5:31 AM," 1,534,140.00 "
426,6797,1:02,2:55 AM," 1,534,140.00 "
388,6795,1:21,2:53 AM," 1,534,140.00 "
40,6809,1:03,2:54 AM," 1,534,140.00 "
1450,6794,1:26,2:57 AM," 1,534,140.00 "
698,6781,1:32,6:59 AM," 1,534,140.00 "
423,6925,1:10,3:21 AM," 1,534,140.00 "
1126,6888,1:17,2:53 AM," 1,534,140.00 "
128,6810,1:10,5:16 AM," 1,534,140.00 "
1441,6782,1:18,3:38 AM," 1,534,140.00 "
936,6949,1:24,2:54 AM," 1,534,140.00 "
131,6974,1:09,2:53 AM," 1,534,140.00 "
1514,7212,1:34,5:42 AM," 1,534,140.00 "
1237,6819,1:18,2:53 AM," 1,534,140.00 "
1204,6776,1:02,2:57 AM," 1,534,140.00 "
2014,8474,1:04,2:57 AM," 1,534,140.00 "
155,7008,1:12,3:08 AM," 1,534,140.00 "
1926,7007,1:05,2:53 AM," 1,534,140.00 "
1969,9671,1:01,4:55 AM," 1,534,140.00 "
4,6888,1:33,6:23 AM," 1,534,140.00 "
339,6778,1:34,2:55 AM," 1,534,140.00 "
20,6799,1:03,2:54 AM," 1,534,140.00 "
1244,6821,1:18,2:27 PM," 1,534,140.00 "
1258,7058,1:16,2:53 AM," 1,534,140.00 "
1033,6818,1:31,2:53 AM," 1,534,140.00 "
1162,6974,1:32,4:06 AM," 1,534,140.00 "
853,7212,1:08,6:02 AM," 1,534,140.00 "
1225,6850,1:22,2:53 AM," 1,534,140.00 "
1085,6910,1:17,2:55 AM," 1,534,140.00 "
1110,6973,1:03,2:53 AM," 1,534,140.00 "
1573,6777,1:07,2:53 AM," 1,534,140.00 "
280,6956,1:21,2:53 AM," 1,534,140.00 "
2095,6889,1:15,2:53 AM," 1,534,140.00 "
1056,6780,1:15,2:55 AM," 1,534,140.00 "
1037,6951,1:03,11:24 AM," 1,534,140.00 "
577,7270,1:09,2:53 AM," 1,534,140.00 "
1095,6792,1:02,2:57 AM," 1,534,140.00 "
265,6819,1:32,3:16 AM," 1,534,140.00 "
1999,6866,1:17,2:53 AM," 1,534,140.00 "
1844,6956,1:22,2:57 AM," 1,534,140.00 "
1649,6857,1:13,2:54 AM," 1,534,140.00 "
1305,6925,1:01,2:53 AM," 1,534,140.00 "
518,6782,1:33,2:53 AM," 1,534,140.00 "
650,6811,1:18,2:53 AM," 1,534,140.00 "
533,6791,1:26,2:54 AM," 1,534,140.00 "
1127,7008,1:29,2:54 AM," 1,534,140.00 "
1972,6789,1:20,4:06 AM," 1,534,140.00 "
1506,6780,1:09,2:56 AM," 1,534,140.00 "
1085,6910,1:21,2:56 AM," 1,534,140.00 "
1965,8474,1:13,2:53 AM," 1,534,140.00 "
1253,7058,1:24,6:23 AM," 1,534,140.00 "
582,7726,1:26,2:54 AM," 1,534,140.00 "
1012,6875,1:07,2:54 AM," 1,534,140.00 "
1627,6784,1:02,2:55 AM," 1,534,140.00 "
2022,6783,1:31,7:38 AM," 1,534,140.00 "
368,6792,1:17,10:42 AM," 1,534,140.00 "
288,6868,1:05,8:34 AM," 1,534,140.00 "
254,7024,1:31,2:53 AM," 1,534,140.00 "
196,6789,1:25,2:56 AM," 1,534,140.00 "
803,6911,1:32,2:53 AM," 1,534,140.00 "
1573,6777,1:00,8:34 AM," 1,534,140.00 "
1285,7007,1:34,3:04 AM," 1,534,140.00 "
1688,7024,1:10,2:55 AM," 1,534,140.00 "
521,6809,1:06,2:53 AM," 1,534,140.00 "
698,6781,1:34,2:53 AM," 1,534,140.00 "
280,6956,1:26,2:54 AM," 1,534,140.00 "
319,6857,1:18,2:54 AM," 1,534,140.00 "
1703,7035,1:02,2:55 AM," 1,534,140.00 "
1978,7212,1:17,11:59 AM," 1,534,140.00 "
240,6783,1:24,2:55 AM," 1,534,140.00 "
1479,6794,1:16,2:55 AM," 1,534,140.00 "
792,6779,1:18,6:02 AM," 1,534,140.00 "
199,6818,1:32,2:54 AM," 1,534,140.00 "
1349,6792,1:25,2:53 AM," 1,534,140.00 "
1128,6792,1:32,2:54 AM," 1,534,140.00 "
148,6974,1:14,2:56 AM," 1,534,140.00 "
1051,6859,1:24,2:32 PM," 1,534,140.00 "
674,6778,1:05,2:52 AM," 1,534,140.00 "
194,6785,1:01,2:54 AM," 1,534,140.00 "
1302,7022,1:29,2:53 AM," 1,534,140.00 "
2047,6889,1:30,10:40 AM," 1,534,140.00 "
1494,6859,1:04,2:53 AM," 1,534,140.00 "
1126,6888,1:14,2:54 AM," 1,534,140.00 "
645,11208,1:25,2:53 AM," 1,534,140.00 "
631,6789,1:02,2:53 AM," 1,534,140.00 "
380,6792,1:33,2:54 AM," 1,534,140.00 "
49,7443,1:17,2:53 AM," 1,534,140.00 "
1709,6866,1:04,2:53 AM," 1,534,140.00 "
1192,7212,1:15,5:16 AM," 1,534,140.00 "
667,6783,1:15,3:01 AM," 1,534,140.00 "
621,6914,1:05,6:15 AM," 1,534,140.00 "
650,6811,1:18,2:56 AM," 1,534,140.00 "
1087,6797,1:24,2:53 AM," 1,534,140.00 "
1335,6866,1:14,3:08 AM," 1,534,140.00 "
1989,6782,1:13,2:53 AM," 1,534,140.00 "
1287,6790,1:26,2:53 AM," 1,534,140.00 "
1059,6811,1:16,2:55 AM," 1,534,140.00 "
1606,6780,1:07,2:53 AM," 1,534,140.00 "
1687,6820,1:20,2:53 AM," 1,534,140.00 "
838,6889,1:12,2:53 AM," 1,534,140.00 "
1978,7212,1:26,2:54 AM," 1,534,140.00 "
502,6799,1:03,2:58 AM," 1,534,140.00 "
1506,6780,1:21,2:54 AM," 1,534,140.00 "
1153,7212,1:17,2:54 AM," 1,534,140.00 "
1920,6956,1:09,5:50 AM," 1,534,140.00 "
280,6956,1:10,2:53 AM," 1,534,140.00 "
1,7024,1:02,2:57 AM," 1,534,140.00 "
1428,6984,1:16,2:56 AM," 1,534,140.00 "
311,6866,1:18,2:53 AM," 1,534,140.00 "
853,7212,1:02,2:38 PM," 1,534,140.00 "
764,6785,1:15,2:56 AM," 1,534,140.00 "
1085,6910,1:21,2:57 AM," 1,534,140.00 "
1118,6850,1:18,2:54 AM," 1,534,140.00 "
500,6922,1:06,2:52 AM," 1,534,140.00 "
2100,6791,1:20,2:54 AM," 1,534,140.00 "
521,6809,1:25,2:56 AM," 1,534,140.00 "
1672,6784,1:26,2:54 AM," 1,534,140.00 "
1366,6810,1:33,3:21 AM," 1,534,140.00 "
1311,6797,1:20,2:53 AM," 1,534,140.00 "
216,6790,1:14,3:08 AM," 1,534,140.00 "
1703,7035,1:11,3:01 AM," 1,534,140.00 "
1165,6914,1:15,3:05 AM," 1,534,140.00 "
828,7104,1:28,3:38 AM," 1,534,140.00 "
333,6811,1:27,2:53 AM," 1,534,140.00 "
1926,7007,1:13,2:58 AM," 1,534,140.00 "
1398,6780,1:26,2:53 AM," 1,534,140.00 "
305,6943,1:34,2:55 AM," 1,534,140.00 "
743,6922,1:15,6:15 AM," 1,534,140.00 "
1800,6785,1:30,2:55 AM," 1,534,140.00 "
513,6785,1:10,2:53 AM," 1,534,140.00 "
1220,6859,1:21,2:52 AM," 1,534,140.00 "
20,6799,1:34,2:55 AM," 1,534,140.00 "
257,6792,1:33,2:55 AM," 1,534,140.00 "
294,6783,1:22,3:00 AM," 1,534,140.00 "
174,6819,1:17,11:59 AM," 1,534,140.00 "
380,6792,1:08,2:52 AM," 1,534,140.00 "
1441,6782,1:21,2:53 AM," 1,534,140.00 "
1896,6974,1:29,2:54 AM," 1,534,140.00 "
1626,6778,1:17,2:53 AM," 1,534,140.00 "
1204,6776,1:27,3:03 AM," 1,534,140.00 "
668,6781,1:32,2:53 AM," 1,534,140.00 "
1074,6838,1:16,5:16 AM," 1,534,140.00 "
1844,6956,1:19,2:56 AM," 1,534,140.00 "
1503,6792,1:09,2:53 AM," 1,534,140.00 "
214,6800,1:27,2:53 AM," 1,534,140.00 "
743,6922,1:33,5:16 AM," 1,534,140.00 "
1995,6925,1:25,2:54 AM," 1,534,140.00 "
767,6791,1:12,2:54 AM," 1,534,140.00 "
442,7035,1:19,2:55 AM," 1,534,140.00 "
1084,6778,1:17,7:22 AM," 1,534,140.00 "
1649,6857,1:08,2:53 AM," 1,534,140.00 "
88,6821,1:09,5:50 AM," 1,534,140.00 "
1955,6866,1:23,2:52 AM," 1,534,140.00 "
1596,6791,1:25,2:52 AM," 1,534,140.00 "
733,6850,1:29,2:55 AM," 1,534,140.00 "
1848,6949,1:30,7:30 AM," 1,534,140.00 "
1038,6790,1:27,3:02 AM," 1,534,140.00 "
1989,6782,1:15,12:18 PM," 1,534,140.00 "
1754,6810,1:25,2:55 AM," 1,534,140.00 "
1189,7280,1:29,2:53 AM," 1,534,140.00 "
1999,6866,1:00,2:53 AM," 1,534,140.00 "
1978,7212,1:29,2:53 AM," 1,534,140.00 "
1755,6799,1:18,2:54 AM," 1,534,140.00 "
291,6815,1:33,2:54 AM," 1,534,140.00 "
502,6799,1:07,2:54 AM," 1,534,140.00 "
2089,6889,1:16,2:53 AM," 1,534,140.00 "
303,6813,1:11,2:54 AM," 1,534,140.00 "
1588,6776,1:21,2:53 AM," 1,534,140.00 "
1817,7058,1:24,2:53 AM," 1,534,140.00 "
1204,6776,1:06,2:53 AM," 1,534,140.00 "
1819,6838,1:02,3:38 AM," 1,534,140.00 "
1865,6795,1:19,2:56 AM," 1,534,140.00 "
1514,7212,1:12,2:53 AM," 1,534,140.00 "
642,6920,1:21,2:57 AM," 1,534,140.00 "
288,6868,1:02,2:53 AM," 1,534,140.00 "
88,6821,1:03,2:53 AM," 1,534,140.00 "
828,7104,1:33,6:23 AM," 1,534,140.00 "
740,6778,1:14,2:55 AM," 1,534,140.00 "
196,6789,1:19,2:53 AM," 1,534,140.00 "
1972,6789,1:34,2:52 AM," 1,534,140.00 "
483,6779,1:32,2:52 AM," 1,534,140.00 "
621,6914,1:20,3:08 AM," 1,534,140.00 "
137,8205,1:04,2:57 AM," 1,534,140.00 "
283,6853,1:28,7:22 AM," 1,534,140.00 "
1920,6956,1:07,2:52 AM," 1,534,140.00 "
126,6888,1:28,2:57 AM," 1,534,140.00 "
1258,7058,1:32,3:00 AM," 1,534,140.00 "
1272,6777,1:06,2:53 AM," 1,534,140.00 "
1153,7212,1:12,2:52 AM," 1,534,140.00 "
2050,6794,1:28,10:40 AM," 1,534,140.00 "
1285,7007,1:16,2:53 AM," 1,534,140.00 "
969,7726,1:32,4:06 AM," 1,534,140.00 "
1741,6799,1:09,2:53 AM," 1,534,140.00 "
1673,6818,1:26,2:54 AM," 1,534,140.00 "
14,6782,1:21,2:52 AM," 1,534,140.00 "
668,6781,1:30,5:31 AM," 1,534,140.00 "
853,7212,1:34,2:54 AM," 1,534,140.00 "
1125,6792,1:25,2:55 AM," 1,534,140.00 "
2014,8474,1:26,2:57 AM," 1,534,140.00 "
1550,6910,1:03,2:52 AM," 1,534,140.00 "
876,6920,1:07,7:56 AM," 1,534,140.00 "
629,7024,1:20,2:53 AM," 1,534,140.00 "
709,6821,1:10,5:50 AM," 1,534,140.00 "
1189,7280,1:09,2:53 AM," 1,534,140.00 "
1287,6790,1:19,2:53 AM," 1,534,140.00 "
1989,6782,1:00,10:40 AM," 1,534,140.00 "
1673,6818,1:34,8:34 AM," 1,534,140.00 "
1354,6789,1:16,2:54 AM," 1,534,140.00 "
521,6809,1:02,2:57 AM," 1,534,140.00 "
642,6920,1:17,2:53 AM," 1,534,140.00 "
265,6819,1:06,5:16 AM," 1,534,140.00 "
412,6778,1:02,2:38 PM," 1,534,140.00 "
839,6792,1:30,2:55 AM," 1,534,140.00 "
1709,6866,1:25,2:53 AM," 1,534,140.00 "
1768,6891,1:21,2:55 AM," 1,534,140.00 "
516,6784,1:24,2:54 AM," 1,534,140.00 "
128,6810,1:10,2:54 AM," 1,534,140.00 "
1019,6817,1:07,2:53 AM," 1,534,140.00 "
1037,6951,1:03,2:53 AM," 1,534,140.00 "
1127,7008,1:22,3:02 AM," 1,534,140.00 "
1525,7028,1:15,3:05 AM," 1,534,140.00 "
1090,6783,1:12,2:53 AM," 1,534,140.00 "
1285,7007,1:31,8:34 AM," 1,534,140.00 "
131,6974,1:32,2:55 AM," 1,534,140.00 "
1296,7443,1:10,4:06 AM," 1,534,140.00 "
1428,6984,1:05,7:19 AM," 1,534,140.00 "
1494,6859,1:25,2:56 AM," 1,534,140.00 "
198,7038,1:20,2:57 AM," 1,534,140.00 "
507,6813,1:31,2:55 AM," 1,534,140.00 "
75,8903,1:15,7:38 AM," 1,534,140.00 "
797,7432,1:17,2:54 AM," 1,534,140.00 "
759,6857,1:33,2:53 AM," 1,534,140.00 "
709,6821,1:03,2:53 AM," 1,534,140.00 "
1754,6810,1:18,2:56 AM," 1,534,140.00 "
1638,7347,1:28,3:51 PM," 1,534,140.00 "
29,6813,1:04,3:01 AM," 1,534,140.00 "
994,15383,1:09,2:53 AM," 1,534,140.00 "
423,6925,1:27,2:54 AM," 1,534,140.00 "
1192,7212,1:21,2:53 AM," 1,534,140.00 "
1125,6792,1:05,3:41 AM," 1,534,140.00 "
2034,6781,1:07,6:59 AM," 1,534,140.00 "
1287,6790,1:07,2:53 AM," 1,534,140.00 "
350,6777,1:08,5:31 AM," 1,534,140.00 "
108,6809,1:12,2:53 AM," 1,534,140.00 "
1268,6791,1:33,2:54 AM," 1,534,140.00 "
967,6783,1:12,6:02 AM," 1,534,140.00 "
853,7212,1:14,3:08 AM," 1,534,140.00 "
1127,7008,1:30,2:53 AM," 1,534,140.00 "
994,15383,1:16,2:55 AM," 1,534,140.00 "
1574,6850,1:18,2:54 AM," 1,534,140.00 "
869,6809,1:08,2:53 AM," 1,534,140.00 "
1204,6776,1:04,2:57 AM," 1,534,140.00 "
661,7432,1:15,2:58 AM," 1,534,140.00 "
1318,6910,1:18,2:53 AM," 1,534,140.00 "
1599,6782,1:18,2:56 AM," 1,534,140.00 "
801,6857,1:06,2:53 AM," 1,534,140.00 "
602,6813,1:14,2:53 AM," 1,534,140.00 "
333,6811,1:05,2:53 AM," 1,534,140.00 "
556,6809,1:19,2:53 AM," 1,534,140.00 "
425,7443,1:21,2:53 AM," 1,534,140.00 "
252,6810,1:02,2:57 AM," 1,534,140.00 "
288,6868,1:11,2:52 AM," 1,534,140.00 "
365,6819,1:13,3:03 AM," 1,534,140.00 "
1673,6818,1:27,2:58 AM," 1,534,140.00 "
311,6866,1:26,2:53 AM," 1,534,140.00 "
500,6922,1:32,2:53 AM," 1,534,140.00 "
253,6863,1:09,3:08 AM," 1,534,140.00 "
968,6911,1:24,6:23 AM," 1,534,140.00 "
110,6854,1:34,2:54 AM," 1,534,140.00 "
1084,6778,1:14,3:08 AM," 1,534,140.00 "
368,6792,1:25,2:53 AM," 1,534,140.00 "
1450,6794,1:32,2:53 AM," 1,534,140.00 "
929,6797,1:10,5:16 AM," 1,534,140.00 "
977,9671,1:32,2:58 AM," 1,534,140.00 "
40,6809,1:31,2:53 AM," 1,534,140.00 "
1672,6784,1:04,2:53 AM," 1,534,140.00 "
1114,6866,1:18,2:53 AM," 1,534,140.00 "
1366,6810,1:29,2:55 AM," 1,534,140.00 "
277,6838,1:02,2:54 AM," 1,534,140.00 "
1687,6820,1:21,2:55 AM," 1,534,140.00 "
1882,6925,1:02,4:23 AM," 1,534,140.00 "
1349,6792,1:27,2:52 AM," 1,534,140.00 "
1189,7280,1:32,2:54 AM," 1,534,140.00 "
252,6810,1:15,2:56 AM," 1,534,140.00 "
767,6791,1:13,7:26 AM," 1,534,140.00 "
929,6797,1:25,2:56 AM," 1,534,140.00 "
1768,6891,1:09,2:52 AM," 1,534,140.00 "
803,6911,1:22,2:53 AM," 1,534,140.00 "
1378,6956,1:22,2:53 AM," 1,534,140.00 "
863,6811,1:16,2:54 AM," 1,534,140.00 "
516,6784,1:22,2:57 AM," 1,534,140.00 "
1626,6778,1:09,2:53 AM," 1,534,140.00 "
792,6779,1:21,2:53 AM," 1,534,140.00 "
1538,6854,1:17,2:55 AM," 1,534,140.00 "
969,7726,1:08,2:53 AM," 1,534,140.00 "
1019,6817,1:08,2:53 AM," 1,534,140.00 "
1789,6819,1:29,2:53 AM," 1,534,140.00 "
838,6889,1:15,2:53 AM," 1,534,140.00 "
685,7280,1:16,2:54 AM," 1,534,140.00 "
1136,6859,1:17,2:53 AM," 1,534,140.00 "
2089,6889,1:22,2:55 AM," 1,534,140.00 "
126,6888,1:11,11:59 AM," 1,534,140.00 "
1114,6866,1:21,2:53 AM," 1,534,140.00 "
1919,6888,1:03,2:53 AM," 1,534,140.00 "
724,6956,1:19,2:53 AM," 1,534,140.00 "
428,6886,1:32,3:00 AM," 1,534,140.00 "
4,6888,1:24,2:32 PM," 1,534,140.00 "
277,6838,1:18,2:53 AM," 1,534,140.00 "
