chat_item,user_id,Mention_time
9078,2034,3:31
9081,1996,3:31
9099,476,3:31
9112,1136,3:31
9119,513,3:31
9120,1429,3:32
9144,288,3:32
9146,708,3:32
9148,148,3:32
9151,1220,3:32
9153,14,3:32
9157,277,3:32
9162,1285,3:32
9165,1649,3:32
9167,294,3:32
9171,240,3:32
9173,1378,3:32
9178,305,3:32
9205,2066,3:33
9209,1819,3:33
9221,1033,3:33
9226,1792,3:33
9227,388,3:33
9230,876,3:33
9248,1606,3:34
9255,305,3:34
9257,1126,3:34
9259,1975,3:34
9261,1873,3:34
9262,319,3:34
9264,1709,3:34
9265,20,3:34
9287,1741,3:34
9288,876,3:34
9299,63,3:34
9301,1305,3:35
9303,449,3:35
9307,683,3:35
9316,1996,3:35
9325,1428,3:35
9326,1244,3:35
9328,1509,3:35
9329,1035,3:35
9332,1153,3:35
9333,485,3:35
9339,388,3:35
9341,1087,3:35
9344,1034,3:35
9347,554,3:35
9371,431,3:36
9374,1599,3:36
9378,1035,3:36
9383,1959,3:36
9390,1162,3:36
9396,1074,3:36
9410,861,3:36
9426,582,3:37
9431,1204,3:37
9443,1126,3:37
9445,582,3:37
9449,1324,3:37
9477,2095,3:37
9478,853,3:37
9487,1378,3:38
9488,554,3:38
9493,30,3:38
9494,2078,3:38
9497,1522,3:38
9498,1741,3:38
9499,1090,3:38
9503,650,3:38
9506,2066,3:38
9508,2078,3:38
9513,2050,3:38
9514,1996,3:38
9516,1204,3:38
9523,1991,3:38
9526,1999,3:38
9531,216,3:38
9534,209,3:38
9536,1258,3:38
9538,1626,3:38
9551,1503,3:39
9577,556,3:39
9580,929,3:39
9589,1617,3:39
9590,1268,3:39
9593,1920,3:39
9598,987,3:39
9603,1522,3:40
9604,674,3:40
9605,983,3:40
9607,1225,3:40
9612,698,3:40
9616,485,3:40
9617,2004,3:40
9620,621,3:40
9623,1126,3:40
9624,1035,3:40
9628,240,3:40
9630,1487,3:40
9650,516,3:40
9663,209,3:41
9665,1231,3:41
9674,311,3:41
9677,412,3:41
9681,1118,3:41
9685,1085,3:41
9706,1550,3:41
9729,1051,3:42
9743,1848,3:42
9750,1033,3:42
9751,252,3:42
9753,1482,3:42
9754,1671,3:42
9756,767,3:42
9759,431,3:42
9761,1994,3:42
9783,2047,3:43
9793,412,3:43
9796,31,3:43
9797,426,3:43
9802,1070,3:43
9805,1999,3:43
9810,30,3:43
9828,1454,3:43
9835,254,3:43
9840,1638,3:44
9841,685,3:44
9847,1709,3:44
9856,1494,3:44
9857,63,3:44
9865,1241,3:44
9866,582,3:44
9877,2014,3:44
9892,1844,3:44
9893,1074,3:44
9899,216,3:44
9900,131,3:45
9907,428,3:45
9911,518,3:45
9912,1935,3:45
9915,863,3:45
9917,148,3:45
9925,1035,3:45
9942,767,3:45
9943,1792,3:45
9949,1165,3:45
9963,764,3:46
9968,62,3:46
9971,696,3:46
9972,417,3:46
9973,449,3:46
9974,621,3:46
9982,560,3:46
9990,735,3:46
9999,1034,3:46
10009,1324,3:46
10015,834,3:46
10016,2075,3:46
10022,2075,3:47
10044,230,3:47
10046,1482,3:47
10047,1817,3:47
10050,407,3:47
10065,1975,3:47
10077,1241,3:47
10090,1649,3:48
10105,602,3:48
10111,1935,3:48
10112,137,3:48
10114,1272,3:48
10120,1672,3:48
10121,621,3:48
10122,1019,3:48
10123,209,3:48
10128,936,3:48
10136,621,3:48
10140,1665,3:49
10146,844,3:49
10150,1204,3:49
10151,1638,3:49
10169,1506,3:49
10175,1033,3:49
10176,2004,3:49
10182,1318,3:49
10187,216,3:49
10190,216,3:49
10192,125,3:49
10193,1285,3:49
10203,1975,3:50
10205,1606,3:50
10206,1095,3:50
10213,1087,3:50
10227,669,3:50
10231,698,3:50
10236,1896,3:50
10242,63,3:50
10245,631,3:50
10249,1287,3:50
10251,1868,3:50
10282,1703,3:51
10302,1599,3:51
10303,1204,3:51
10305,1253,3:51
10346,456,3:52
10352,125,3:52
10358,339,3:52
10359,1029,3:52
10360,1356,3:52
10368,1920,3:52
10369,1034,3:52
10374,1429,3:52
10375,253,3:52
10390,1975,3:53
10404,311,3:53
10407,2033,3:53
10435,1975,3:53
10437,2047,3:53
10445,987,3:54
10446,621,3:54
10447,1259,3:54
10463,485,3:54
10473,1793,3:54
10477,1256,3:54
10478,876,3:54
10489,137,3:54
10499,62,3:54
10503,1994,3:55
10504,516,3:55
10516,1118,3:55
10517,265,3:55
10524,388,3:55
10539,1896,3:55
10554,502,3:55
10556,1596,3:55
10557,2064,3:55
10558,1454,3:55
10560,319,3:56
10565,125,3:56
10566,968,3:56
10568,1548,3:56
10585,631,3:56
10590,1285,3:56
10608,1035,3:56
10609,9,3:56
10621,1627,3:57
10622,1596,3:57
10626,1606,3:57
10637,1789,3:57
10644,1056,3:57
10658,2034,3:57
10659,196,3:57
10671,288,3:57
10674,602,3:57
10687,294,3:58
10698,1136,3:58
10701,423,3:58
10702,621,3:58
10703,1800,3:58
10715,1627,3:58
10731,1920,3:58
10740,1844,3:59
10764,1506,3:59
10767,417,3:59
10775,1084,3:59
10795,2047,3:59
10799,738,3:59
10806,1935,4:00
10807,1617,4:00
10810,497,4:00
10813,631,4:00
10829,1153,4:00
10830,602,4:00
10832,513,4:00
10843,1237,4:00
10847,209,4:00
10849,881,4:00
10853,294,4:00
10855,518,4:00
10862,2004,4:01
10867,1755,4:01
10879,230,4:01
10900,483,4:01
10912,125,4:01
10924,75,4:02
10941,1896,4:02
10959,1128,4:02
10964,1991,4:02
10975,365,4:02
10985,881,4:03
10988,1991,4:03
10989,1658,4:03
10998,2075,4:03
11012,2050,4:03
11025,222,4:03
11027,1741,4:03
11029,1356,4:03
11030,31,4:03
11040,1972,4:04
11042,1800,4:04
11068,449,4:04
11072,37,4:04
11073,621,4:04
11099,1482,4:04
11101,1989,4:05
11105,1153,4:05
11110,759,4:05
11112,1885,4:05
11119,1482,4:05
11122,1896,4:05
11124,294,4:05
11136,20,4:05
11138,240,4:05
11140,1741,4:05
11147,9,4:05
11155,456,4:05
11164,516,4:06
11167,876,4:06
11170,1709,4:06
11173,1665,4:06
11178,199,4:06
11179,556,4:06
11180,719,4:06
11182,582,4:06
11194,685,4:06
11197,759,4:06
11200,1844,4:06
11202,843,4:06
11205,1768,4:06
11206,789,4:06
11209,1800,4:06
11214,513,4:06
11217,987,4:06
11238,2033,4:07
11239,1617,4:07
11242,1356,4:07
11244,75,4:07
11247,500,4:07
11250,1130,4:07
11251,1617,4:07
11258,196,4:07
11267,1561,4:07
11277,767,4:07
11278,1935,4:07
11285,9,4:08
11290,428,4:08
11291,708,4:08
11295,230,4:08
11304,630,4:08
11307,311,4:08
11308,500,4:08
11309,1688,4:08
11315,2067,4:08
11316,1219,4:08
11320,368,4:08
11321,724,4:08
11324,388,4:08
11325,209,4:08
11326,886,4:08
11327,1034,4:08
11332,1084,4:08
11333,131,4:08
11335,423,4:08
11337,1638,4:08
11338,1259,4:08
11344,1617,4:09
11350,1258,4:09
11351,578,4:09
11355,1839,4:09
11356,803,4:09
11357,968,4:09
11364,863,4:09
11366,62,4:09
11369,540,4:09
11370,803,4:09
11371,438,4:09
11373,305,4:09
11377,1596,4:09
11379,1665,4:09
11384,764,4:09
11398,1848,4:09
11411,20,4:10
11416,497,4:10
11426,423,4:10
11428,1241,4:10
11433,417,4:10
11435,125,4:10
11440,1085,4:10
11441,1535,4:10
11442,1703,4:10
11452,1237,4:10
11453,735,4:10
11460,1354,4:11
11465,412,4:11
11467,194,4:11
11475,1999,4:11
11481,1244,4:11
11485,412,4:11
11486,75,4:11
11490,423,4:11
11491,62,4:11
11507,1991,4:11
11508,1665,4:11
11515,789,4:11
11517,291,4:11
11518,1596,4:11
11524,1819,4:12
11531,764,4:12
11536,554,4:12
11538,985,4:12
11539,428,4:12
11542,1349,4:12
11550,1356,4:12
11552,1599,4:12
11553,131,4:12
11557,485,4:12
11559,886,4:12
11560,412,4:12
11561,1599,4:12
11564,1868,4:12
11565,1354,4:12
11566,196,4:12
11570,1793,4:12
11585,1991,4:13
11598,1688,4:13
11604,2100,4:13
11612,1258,4:13
11615,2050,4:13
11616,985,4:13
11622,1136,4:13
11623,1356,4:13
11624,743,4:13
11626,2093,4:13
11627,2014,4:13
11632,1687,4:13
11634,4,4:13
11636,1991,4:13
11637,1793,4:13
11642,982,4:14
11655,843,4:14
11663,1999,4:14
11679,128,4:14
11681,63,4:14
11683,426,4:14
11697,683,4:14
11699,1087,4:14
11706,1219,4:15
11712,1688,4:15
11723,844,4:15
11730,936,4:15
11732,1302,4:15
11750,1548,4:15
11763,1256,4:16
11768,1768,4:16
11770,507,4:16
11773,431,4:16
11787,936,4:16
11799,1090,4:16
11800,1356,4:16
11808,630,4:16
11809,1441,4:16
11811,1672,4:16
11815,1498,4:16
11821,1237,4:17
11823,1136,4:17
11832,1253,4:17
11833,1848,4:17
11836,1192,4:17
11840,1118,4:17
11843,291,4:17
11848,1672,4:17
11853,1792,4:17
11856,1769,4:17
11860,1302,4:17
11863,789,4:17
11869,1514,4:17
11880,1991,4:18
11881,497,4:18
11889,1839,4:18
11891,1972,4:18
11892,1885,4:18
11901,876,4:18
11904,2026,4:18
11905,2022,4:18
11907,1972,4:18
11908,20,4:18
11910,265,4:18
11914,513,4:18
11918,521,4:18
11931,1638,4:18
11937,1672,4:18
11938,578,4:18
11940,513,4:19
11945,1649,4:19
11951,1056,4:19
11962,650,4:19
11973,674,4:19
11974,2047,4:19
11977,1450,4:19
11998,485,4:19
12005,230,4:20
12006,240,4:20
12053,669,4:20
12075,63,4:21
12079,125,4:21
12081,650,4:21
12086,131,4:21
12089,1847,4:21
12099,1127,4:21
12110,305,4:21
12116,214,4:21
12119,1996,4:21
12124,985,4:22
12132,1324,4:22
12133,75,4:22
12148,2033,4:22
12152,1087,4:22
12161,110,4:22
12171,1996,4:22
12175,1885,4:22
12184,1070,4:23
12191,1703,4:23
12193,1241,4:23
12205,701,4:23
12206,1687,4:23
12217,497,4:23
12223,521,4:23
12230,1272,4:23
12233,88,4:23
12234,194,4:23
12235,407,4:23
12237,240,4:23
12249,88,4:24
12258,533,4:24
12264,1649,4:24
12266,263,4:24
12275,69,4:24
12278,230,4:24
12279,533,4:24
12282,2095,4:24
12292,1287,4:24
12294,1258,4:24
12296,669,4:24
12315,1991,4:25
12317,1865,4:25
12318,2095,4:25
12320,1627,4:25
12324,442,4:25
12325,1378,4:25
12335,803,4:25
12346,426,4:25
12361,425,4:26
12362,194,4:26
12363,1204,4:26
12367,339,4:26
12370,767,4:26
12372,305,4:26
12373,412,4:26
12377,863,4:26
12388,1051,4:26
12390,1896,4:26
12402,1999,4:26
12413,1035,4:26
12414,915,4:26
12416,582,4:26
12419,915,4:26
12429,305,4:27
12432,442,4:27
12433,669,4:27
12434,1819,4:27
12439,1192,4:27
12441,196,4:27
12444,557,4:27
12445,110,4:27
12446,2095,4:27
12448,967,4:27
12451,792,4:27
12467,698,4:27
12473,1793,4:27
12476,1268,4:27
12477,929,4:27
12491,2067,4:28
12496,1482,4:28
12516,131,4:28
12519,1126,4:28
12532,483,4:28
12563,1548,4:29
12570,1965,4:29
12581,305,4:29
12582,602,4:29
12586,88,4:29
12599,886,4:29
12603,69,4:30
12607,2067,4:30
12611,1085,4:30
12613,1514,4:30
12617,1926,4:30
12619,75,4:30
12622,2066,4:30
12629,291,4:30
12632,1482,4:30
12643,2026,4:30
12645,40,4:30
12647,1873,4:30
12651,1037,4:30
12653,350,4:30
12657,128,4:30
12663,1920,4:31
12665,1356,4:31
12678,968,4:31
12680,1969,4:31
12692,1800,4:31
12697,431,4:31
12703,426,4:31
12705,1599,4:31
12719,1084,4:31
12736,1296,4:32
12741,394,4:32
12743,1258,4:32
12751,1665,4:32
12755,1268,4:32
12759,254,4:32
12762,1793,4:32
12765,2066,4:32
12769,449,4:32
12773,1626,4:32
12783,365,4:33
12789,589,4:33
12799,428,4:33
12820,1258,4:33
12824,294,4:33
12826,698,4:33
12832,735,4:33
12834,277,4:33
12850,792,4:34
12856,456,4:34
12881,683,4:34
12883,230,4:34
12902,767,4:35
12903,834,4:35
12907,449,4:35
12920,667,4:35
12923,2075,4:35
12925,698,4:35
12928,483,4:35
12931,533,4:35
12933,999,4:35
12935,685,4:35
12940,1114,4:35
12949,1231,4:35
12954,305,4:35
12956,483,4:35
12957,1153,4:35
12960,1709,4:36
12963,759,4:36
12965,97,4:36
12969,1800,4:36
12986,1428,4:36
13000,339,4:36
13002,1268,4:36
13017,240,4:36
13020,1253,4:37
13023,483,4:37
13031,1268,4:37
13033,252,4:37
13034,1296,4:37
13036,1800,4:37
13069,1703,4:37
13070,2047,4:37
13076,1606,4:37
13081,1975,4:38
13082,554,4:38
13102,554,4:38
13111,1868,4:38
13116,1070,4:38
13127,1204,4:38
13136,1305,4:38
13139,174,4:38
13140,288,4:39
13141,442,4:39
13157,339,4:39
13158,1035,4:39
13167,915,4:39
13168,1972,4:39
13176,500,4:39
13181,674,4:39
13189,29,4:39
13190,365,4:39
13192,1885,4:39
13196,1627,4:39
13198,240,4:39
13213,1509,4:40
13214,388,4:40
13219,1535,4:40
13221,843,4:40
13222,1450,4:40
13223,1204,4:40
13227,497,4:40
13228,288,4:40
13230,735,4:40
13236,789,4:40
13256,417,4:40
13259,982,4:40
13266,283,4:41
13272,483,4:41
13278,1482,4:41
13279,336,4:41
13282,1789,4:41
13283,1165,4:41
13299,263,4:41
13300,789,4:41
13306,698,4:41
13324,1844,4:42
13330,735,4:42
13354,216,4:42
13355,838,4:42
13358,554,4:42
13364,1573,4:42
13367,174,4:42
13369,2033,4:42
13370,1503,4:42
13371,968,4:42
13372,507,4:42
13379,2093,4:42
13385,431,4:43
13387,1627,4:43
13390,240,4:43
13394,9,4:43
13416,577,4:43
13419,1996,4:43
13420,582,4:43
13424,110,4:43
13428,1514,4:43
13430,20,4:43
13432,1989,4:43
13446,125,4:44
13449,1428,4:44
13453,110,4:44
13455,62,4:44
13456,1509,4:44
13457,1839,4:44
13470,319,4:44
13474,329,4:44
13487,516,4:44
13495,502,4:44
13496,423,4:44
13497,1975,4:44
13501,1090,4:45
13503,155,4:45
13506,1110,4:45
13509,1192,4:45
13513,1225,4:45
13514,2014,4:45
13516,1136,4:45
13518,20,4:45
13548,936,4:45
13550,1311,4:45
13553,1754,4:45
13554,2075,4:45
13557,1356,4:45
13572,4,4:46
13575,521,4:46
13577,483,4:46
13580,631,4:46
13588,263,4:46
13598,838,4:46
13600,1441,4:46
13604,2033,4:46
13607,1033,4:46
13612,985,4:46
13626,291,4:47
13633,1237,4:47
13640,339,4:47
13641,2033,4:47
13642,1522,4:47
13644,582,4:47
13649,1204,4:47
13655,1509,4:47
13659,88,4:47
13660,554,4:47
13664,1769,4:47
13668,602,4:47
13669,683,4:47
13673,1506,4:47
13680,1819,4:48
13683,521,4:48
13684,333,4:48
13691,311,4:48
13704,1514,4:48
13713,75,4:48
13717,1494,4:48
13719,2100,4:48
13720,1596,4:48
13721,1573,4:48
13723,738,4:48
13725,339,4:48
13728,394,4:48
13742,361,4:49
13743,968,4:49
13745,789,4:49
13749,425,4:49
13757,2050,4:49
13758,1896,4:49
13781,1136,4:49
13783,1070,4:49
13793,88,4:49
13796,540,4:49
13804,589,4:50
13829,674,4:50
13832,968,4:50
13836,683,4:50
13839,797,4:50
13844,394,4:50
13855,485,4:50
13859,936,4:50
13862,1225,4:51
13865,1709,4:51
13867,294,4:51
13872,513,4:51
13874,631,4:51
13876,254,4:51
13877,1268,4:51
13880,88,4:51
13882,428,4:51
13887,838,4:51
13900,1588,4:51
13901,1087,4:51
13932,1671,4:52
13936,1241,4:52
13944,1087,4:52
13947,1450,4:52
13964,844,4:52
13968,1959,4:52
13970,1972,4:52
13972,876,4:52
13976,881,4:52
13978,62,4:52
13980,128,4:53
13996,1816,4:53
14001,125,4:53
14027,1658,4:53
14038,350,4:53
14050,1087,4:54
14062,2026,4:54
14070,602,4:54
14073,131,4:54
14086,442,4:54
14087,388,4:54
14097,683,4:54
14098,533,4:54
14104,621,4:55
14107,1482,4:55
14108,1033,4:55
14117,1441,4:55
14129,2100,4:55
14144,216,4:55
14150,131,4:55
14154,1754,4:55
14157,502,4:55
14162,1204,4:56
14186,1244,4:56
14189,1768,4:56
14191,1059,4:56
14196,1354,4:56
14197,698,4:56
14201,1259,4:56
14206,1318,4:56
14207,669,4:56
14212,767,4:56
14213,764,4:56
14215,311,4:56
14217,1118,4:56
14262,987,4:57
14264,412,4:57
14270,1033,4:57
14277,1204,4:57
14279,1035,4:57
14282,1034,4:58
14283,735,4:58
14285,1462,4:58
14291,1627,4:58
14301,1768,4:58
14303,1126,4:58
14307,1688,4:58
14308,1975,4:58
14312,253,4:58
14321,368,4:58
14322,394,4:58
14333,1816,4:58
14336,1989,4:58
14340,1302,4:59
14345,388,4:59
14346,582,4:59
14349,1428,4:59
14350,497,4:59
14365,2100,4:59
14368,1296,4:59
14375,1769,4:59
14376,1709,4:59
14379,1051,4:59
14401,738,5:00
14403,645,5:00
14407,1130,5:00
14414,1839,5:00
14421,683,5:00
14422,838,5:00
14430,426,5:00
14431,1506,5:00
14432,674,5:00
14433,423,5:00
14435,853,5:00
14438,1995,5:00
14440,1709,5:00
14441,803,5:00
14444,968,5:00
14455,1935,5:00
14459,1335,5:00
14461,1741,5:01
14462,361,5:01
14475,792,5:01
14477,1920,5:01
14481,1995,5:01
14487,1793,5:01
14489,431,5:01
14496,621,5:01
14508,1204,5:01
14538,14,5:02
14546,1258,5:02
14558,2033,5:02
14571,483,5:02
14577,1955,5:02
14580,423,5:03
14581,1085,5:03
14602,250,5:03
14615,209,5:03
14620,838,5:03
14622,1302,5:03
14624,1130,5:03
14648,1617,5:04
14652,1454,5:04
14654,252,5:04
14668,1817,5:04
14669,1287,5:04
14671,216,5:04
14689,230,5:04
14693,1118,5:04
14695,922,5:04
14698,1237,5:04
14700,803,5:05
14739,685,5:05
14742,1204,5:05
14744,1237,5:05
14745,128,5:05
14746,1095,5:05
14753,2037,5:05
14760,368,5:06
14765,80,5:06
14772,1241,5:06
14776,719,5:06
14781,1462,5:06
14787,1627,5:06
14791,333,5:06
14798,1241,5:06
14822,533,5:07
14828,740,5:07
14835,1219,5:07
14836,497,5:07
14852,2089,5:07
14854,2095,5:07
14856,554,5:07
14865,838,5:07
14866,336,5:07
14873,1839,5:07
14878,1130,5:07
14880,554,5:08
14883,886,5:08
14887,1800,5:08
14893,1754,5:08
14896,1503,5:08
14900,2026,5:08
14903,1989,5:08
14922,1162,5:08
14924,2004,5:08
14927,155,5:08
14928,20,5:08
14932,843,5:08
14950,1302,5:09
14955,683,5:09
14956,1084,5:09
14959,194,5:09
14967,250,5:09
14985,1975,5:09
14990,735,5:09
14991,1085,5:09
14999,502,5:09
15004,428,5:10
15008,1,5:10
15009,982,5:10
15024,216,5:10
15041,1873,5:10
15044,2033,5:10
15056,667,5:10
15057,209,5:10
15058,1606,5:10
15061,137,5:11
15062,194,5:11
15068,1056,5:11
15072,982,5:11
15075,110,5:11
15079,1920,5:11
15082,1311,5:11
15086,621,5:11
15087,1324,5:11
15108,1672,5:11
15109,131,5:11
15117,789,5:11
15118,1996,5:11
15119,1996,5:11
15124,629,5:12
15125,844,5:12
15131,131,5:12
15132,1398,5:12
15135,1626,5:12
15141,886,5:12
15155,1865,5:12
15158,863,5:12
15165,1522,5:12
15169,1687,5:12
15181,1588,5:13
15183,483,5:13
15187,174,5:13
15189,1819,5:13
15190,1356,5:13
15196,254,5:13
15200,1034,5:13
15205,1118,5:13
15212,602,5:13
15213,483,5:13
15214,241,5:13
15217,1920,5:13
15218,380,5:13
15227,674,5:13
15233,1498,5:13
15238,683,5:13
15242,1428,5:14
15243,250,5:14
15271,174,5:14
15277,1506,5:14
15279,108,5:14
15285,1817,5:14
15289,291,5:14
15290,797,5:14
15294,1268,5:14
15302,9,5:15
15306,253,5:15
15308,456,5:15
15309,1354,5:15
15311,669,5:15
15313,1335,5:15
15314,305,5:15
15315,1994,5:15
15316,461,5:15
15335,1127,5:15
15339,1428,5:15
15341,1085,5:15
15355,442,5:15
15358,1665,5:15
15360,738,5:16
15365,155,5:16
15368,1258,5:16
15374,1085,5:16
15375,1305,5:16
15378,20,5:16
15385,1128,5:16
15387,1703,5:16
15390,128,5:16
15393,368,5:16
15396,365,5:16
15399,968,5:16
15403,1769,5:16
15407,75,5:16
15408,629,5:16
15417,502,5:16
15427,339,5:17
15428,861,5:17
15430,1019,5:17
15435,1287,5:17
15442,967,5:17
15447,178,5:17
15459,2100,5:17
15461,1995,5:17
15473,630,5:17
15474,724,5:17
15483,1220,5:18
15487,1311,5:18
15489,502,5:18
15491,557,5:18
15494,104,5:18
15496,1482,5:18
15504,365,5:18
15505,968,5:18
15507,1428,5:18
15508,148,5:18
15510,1225,5:18
15538,621,5:18
15552,1996,5:19
15553,461,5:19
15554,1800,5:19
15561,1462,5:19
15564,513,5:19
15572,968,5:19
15574,1130,5:19
15588,1769,5:19
15590,1398,5:19
15596,148,5:19
15600,1935,5:20
15606,291,5:20
15608,1573,5:20
15611,1162,5:20
15631,423,5:20
15635,431,5:20
15638,4,5:20
15645,425,5:20
15654,1800,5:20
15667,1305,5:21
15668,1335,5:21
15674,1937,5:21
15686,1868,5:21
15690,216,5:21
15692,876,5:21
15701,1311,5:21
15703,1118,5:21
15704,1573,5:21
15705,1335,5:21
15707,1311,5:21
15714,502,5:21
15720,2078,5:22
15721,426,5:22
15730,126,5:22
15734,1816,5:22
15735,500,5:22
15736,1019,5:22
15742,621,5:22
15744,759,5:22
15749,1204,5:22
15755,1926,5:22
15764,1311,5:22
15782,4,5:23
15783,621,5:23
15789,97,5:23
15791,1087,5:23
15801,88,5:23
15807,922,5:23
15809,922,5:23
15810,1573,5:23
15811,987,5:23
15819,1127,5:23
15821,155,5:23
15823,1535,5:23
15834,75,5:23
15838,1302,5:23
15839,110,5:23
15841,128,5:24
15842,131,5:24
15847,394,5:24
15850,222,5:24
15853,1817,5:24
15854,2022,5:24
15865,2014,5:24
15867,985,5:24
15869,518,5:24
15876,936,5:24
15878,789,5:24
15898,629,5:24
15899,1487,5:24
15911,1506,5:25
15916,645,5:25
15937,1204,5:25
15938,828,5:25
15940,521,5:25
15942,1237,5:25
15963,250,5:26
15970,1926,5:26
15981,104,5:26
15983,1311,5:26
